account_name,likes,hashtags,post_text,post_date,crawl_time,post_url
@sh.cookkook,N/A,"#입분식가정집, #송파맛집, #송리단길, #송리단길맛집, #잠실맛집, #즉석떡볶이, #즉떡",,2024-08-26 08:33:29,2024-08-26 19:41:44,https://www.instagram.com/reel/C_IGZmRyUU9/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
